field: text
field: user/screen_name
field: user/name
field: user/id
  >>>   user/name: "Joy Nxumalo"
  >>>   unixtime: 1257435891054
  >>>   user/id: 41416680
  >>>   user/screen_name: "pyjamas05"

  >>>   text: "#Kendo followed by beer tonight."
  >>>   user/name: "Kenneth Fredheim"
  >>>   unixtime: 1257435919853
  >>>   user/id: 58884356
  >>>   user/screen_name: "BudoTweets"

  >>>   text: "@desireekoh13 you need to see this... via @AnnaOBrien: What Your #Beer Says About Your Personality http://bit.ly/2UeqX3"
  >>>   user/name: "Jayme Soulati"
  >>>   unixtime: 1257435922197
  >>>   user/id: 22830278
  >>>   user/screen_name: "Soulati"

  >>>   text: "do you have a good traditional handwriting style to exchange for money / beer??? if so please get in touch via info@oibrecords.com"
  >>>   user/name: "OIB Records"
  >>>   unixtime: 1257435923229
  >>>   user/id: 83111777
  >>>   user/screen_name: "oibrecords"

  >>>   text: "Thanks! This looks like it will work for us! @pian0 RT@lmwalte git is free (beer/speech) and has an add-in for VS05/08: http://sourceforge.\u2026"
  >>>   user/name: "Lisa Walter"
  >>>   unixtime: 1257435928822
  >>>   user/id: 23108347
  >>>   user/screen_name: "lmwalte"

  >>>   text: "Curbed Hamptons EaterWrap Spanish Food Slow Food and Ale Awards for SH: Curbed Hamptons : The Hamptons Real Est.. http://bit.ly/2FcYSQ"
  >>>   user/name: "Papitos Place"
  >>>   unixtime: 1257435929323
  >>>   user/id: 70671258
  >>>   user/screen_name: "papitosplace"

  >>>   text: "Interesting - your choice of beer reveals your sustainability preferences! Which  beer are you? http://mnn.com/node/41232 #green"
  >>>   user/name: "Alison Kerr"
  >>>   unixtime: 1257435936941
  >>>   user/id: 31405211
  >>>   user/screen_name: "alisonkerr"

  >>>   text: "@CarolineTully lol haha I hope someone takes a picture of CM Punk drinking a beer. That would be hilarious!"
  >>>   user/name: "Amanda Pereira"
  >>>   unixtime: 1257435937658
  >>>   user/id: 36546782
  >>>   user/screen_name: "xHardy_Fangirlx"

  >>>   text: "#UknowHeCheating when u say: \"Kegels??? Nigga, u know I don't drink beer!!!\""
  >>>   user/name: "L. Sto"
  >>>   unixtime: 1257435938699
  >>>   user/id: 41513012
  >>>   user/screen_name: "LIKKASTOJONES"

  >>>   text: "\u0e2d\u0e4a\u0e32\u0e07\u0e07\u0e07 \u0e2d\u0e22\u0e32\u0e01\u0e44\u0e14\u0e49 Bitches Brew \u0e2d\u0e22\u0e32\u0e01\u0e41\u0e25\u0e48\u0e19\u0e44\u0e1b\u0e0b\u0e37\u0e49\u0e2d\u0e1e\u0e23\u0e38\u0e48\u0e07\u0e19\u0e35\u0e49\u0e40\u0e25\u0e22 \u0e41\u0e15\u0e48\u0e04\u0e07\u0e15\u0e49\u0e2d\u0e07\u0e40\u0e01\u0e47\u0e1a\u0e15\u0e31\u0e07\u0e04\u0e4c\u0e44\u0e1b\u0e0b\u0e37\u0e49\u0e2d\u0e41\u0e1c\u0e48\u0e19\u0e07\u0e32\u0e19\u0e41\u0e1f\u0e15\u0e01\u0e48\u0e2d\u0e19"
  >>>   user/name: "Penne Anekpuritanang"
  >>>   unixtime: 1257435941379
  >>>   user/id: 26797441
  >>>   user/screen_name: "hellowitty"

  >>>   text: "@BillLorimer no, if i can find those, i'm wearing them. It'll get the cheap beer logos. Pepperoni is going to be the envy of all her friends"
  >>>   user/name: "Ben Nash"
  >>>   unixtime: 1257435941775
  >>>   user/id: 24593475
  >>>   user/screen_name: "ben_nash"

  >>>   text: "Street. Oxford police said they stopped 20-year-old James P. Miller on Halloween night and found beer in his front seat and in the trunk."
  >>>   user/name: "Bikinis"
  >>>   unixtime: 1257435944162
  >>>   user/id: 86811652
  >>>   user/screen_name: "_bikinis"

  >>>   text: "RT @Schlafly The bottles arrived today to fill the new Culinaria exclusive Holiday Ale! Will update when it ships. http://twitpic.com/od4zh"
  >>>   user/name: "Jason Fowler"
  >>>   unixtime: 1257435954611
  >>>   user/id: 36155572
  >>>   user/screen_name: "Petroguy"

  >>>   text: "goodmorning Hope your day starts off well! Grab a warm fresh kolache and Mama's Brew to start your day off right!"
  >>>   user/name: "Kolache Mama"
  >>>   unixtime: 1257435954706
  >>>   user/id: 44483910
  >>>   user/screen_name: "kolachemama"

  >>>   text: "RT ktknapp: say beer can in an english accent. you just said bacon in a jamacian one. =] have a great day"
  >>>   user/name: "Kyle Nohe"
  >>>   unixtime: 1257435980428
  >>>   user/id: 23027627
  >>>   user/screen_name: "lilnohe"

  >>>   text: "Mate a could go a herty brew"
  >>>   user/name: "Lewis Renfrew"
  >>>   unixtime: 1257435981882
  >>>   user/id: 35735395
  >>>   user/screen_name: "LudooduL"

  >>>   text: "@thaa_4 manda um beijo pr\u00e1 jacy, pro seu irm\u00e3o, pr\u00e1 ale e pro gui...e um pr\u00e1 voc\u00ea tamb\u00e9m, xuxa :D"
  >>>   user/name: "Gabriella Mansi"
  >>>   unixtime: 1257435988096
  >>>   user/id: 29538700
  >>>   user/screen_name: "gabymansi"

  >>>   text: "@BentoSet I don't drink beer (much). Maybe buy those small tiny bottles of absolut. Lol."
  >>>   user/name: "bunnygoeszen"
  >>>   unixtime: 1257435990560
  >>>   user/id: 14381723
  >>>   user/screen_name: "bunnygoeszen"

  >>>   text: "Gonna die tonight - Nick is taking me to a beer house :D"
  >>>   user/name: "Richard Eyres"
  >>>   unixtime: 1257435991675
  >>>   user/id: 20686568
  >>>   user/screen_name: "Donkeychop"

  >>>   text: "got my toes in the water, ass in th sand, not a worry in the world, a cold beer in my hand. life is good today, life is good today."
  >>>   user/name: "Erin Dooley"
  >>>   unixtime: 1257435992071
  >>>   user/id: 21901089
  >>>   user/screen_name: "erdooley"

  >>>   text: "Dear Stomache, why do you hate me and keep me up sick all night? I offer you tums and Ginger ale as a peace offerring. Please accept."
  >>>   user/name: "Josh Geary"
  >>>   unixtime: 1257435999340
  >>>   user/id: 14326114
  >>>   user/screen_name: "jgeary"

  >>>   text: "wanna go to beer park @ ctw so much anyone wanna go w/ me?...55+"
  >>>   user/name: "Flukefluke Jnadhip"
  >>>   unixtime: 1257436004008
  >>>   user/id: 57920587
  >>>   user/screen_name: "Jnadhip"

  >>>   text: "@phira Ah, so you're a beer abstainer?"
  >>>   user/name: "Sarah Wood"
  >>>   unixtime: 1257436011512
  >>>   user/id: 14453908
  >>>   user/screen_name: "hidama"

  >>>   text: "@joshuatopolsky I owe you a beer for not freaking out when I shouted at you in Union Sq last night. Take your pick of days. :)"
  >>>   user/name: "Mark Burstiner"
  >>>   unixtime: 1257436011735
  >>>   user/id: 5640632
  >>>   user/screen_name: "markb"

  >>>   text: "Ryb\u00e1rikov\u00e1 tvrd\u00ed, \u017ee chcela vyhra\u0165, ale u\u017e toho mala pln\u00e9 zuby http://tinyurl.com/yld7w82"
  >>>   user/name: "24hod.sk"
  >>>   unixtime: 1257436017112
  >>>   user/id: 53090692
  >>>   user/screen_name: "24hodin"

  >>>   text: "@Jonasbrothers happy b-day KEVIN!! we &lt;3 U (ale&karen) the concert in mexico was amazing thnx 4 Don't speak & the whole show we &lt;3 U guys!!!"
  >>>   user/name: "karen sanchez"
  >>>   unixtime: 1257436031995
  >>>   user/id: 53215474
  >>>   user/screen_name: "Karen_gabrielle"

  >>>   text: "@millerm4ster how is that pumpkin brew coming?"
  >>>   user/name: "Adam Ave-Lallemant"
  >>>   unixtime: 1257436033641
  >>>   user/id: 16239120
  >>>   user/screen_name: "revolution122"

  >>>   text: "currently on tap, @bruisinales, wedge iron rail, wedge golem, pisgah pale ale & foothills brown ale"
  >>>   user/name: "ninemile"
  >>>   unixtime: 1257436044193
  >>>   user/id: 14157749
  >>>   user/screen_name: "ninemile"

  >>>   text: "school-sushi-beer!!"
  >>>   user/name: "Enrique Caballero"
  >>>   unixtime: 1257436048441
  >>>   user/id: 64027699
  >>>   user/screen_name: "lecg88"

  >>>   text: "@GraemeHawkins09 if you get a Pre, homebrew it. It makes the Pre an awesome device. Go to precentral.net for a guide."
  >>>   user/name: "MichaelManna"
  >>>   unixtime: 1257436051854
  >>>   user/id: 14090185
  >>>   user/screen_name: "MichaelManna"

  >>>   text: "I see storm clouds a brew'in for tx / ou weekend"
  >>>   user/name: "Craig Barton"
  >>>   unixtime: 1257436067459
  >>>   user/id: 6180782
  >>>   user/screen_name: "cbart51"

  >>>   text: "Is that a banana in your pocket? Peugeot Versailles Beer Bike with Spinergy Rev-X front wheel... http://velospace.org/node/24549"
  >>>   user/name: "velospace"
  >>>   unixtime: 1257436072988
  >>>   user/id: 15125406
  >>>   user/screen_name: "velospace"

  >>>   text: "@Badandi_ I miss you more....but it is thurs and we can hang out like crazy...I need a beer like woah"
  >>>   user/name: "Elizabeth Langabeer"
  >>>   unixtime: 1257436075458
  >>>   user/id: 86366283
  >>>   user/screen_name: "LizKnucks"

  >>>   text: "RT @Schlafly: Bottles arrived today to fill the new Culinaria exclusive Holiday Ale! Will update when it ships. http://twitpic.com/od4zh"
  >>>   user/name: "Jessica Luther"
  >>>   unixtime: 1257436075714
  >>>   user/id: 17840015
  >>>   user/screen_name: "jessluther"

  >>>   text: "roxanne just started playing on last.fm. AND I HAVE NO BEER :("
  >>>   user/name: "George Privon"
  >>>   unixtime: 1257436076498
  >>>   user/id: 23177321
  >>>   user/screen_name: "privong"

  >>>   text: "@wolfmank hip hip hooray (x2) a penny loaf to feed ol' Pope. A farthing cheese to choke him. A pint of beer to rinse it down."
  >>>   user/name: "Rob Dingman"
  >>>   unixtime: 1257436076610
  >>>   user/id: 2517281
  >>>   user/screen_name: "RebRob"

  >>>   text: "Sleepy from the beer & wine I had just now. Big day tomorrow! Yikes!"
  >>>   user/name: "Jamie Chua"
  >>>   unixtime: 1257436077668
  >>>   user/id: 32844201
  >>>   user/screen_name: "JJamieChua"

  >>>   text: "@CHRISDJMOYLES go for a short run - the endorphins will make you feel better. Then you can relax with a beer and some X-Box!"
  >>>   user/name: "Iain Cochrane"
  >>>   unixtime: 1257436093977
  >>>   user/id: 13993522
  >>>   user/screen_name: "cocovan"

  >>>   text: "vaya foll\u00f3n, y todo por una pel\u00edcula!\nsi lo s\u00e9, me voy yo sola y ale\nmaldito crep\u00fasculo ainns"
  >>>   user/name: "Mamba Negra"
  >>>   unixtime: 1257436097963
  >>>   user/id: 29213551
  >>>   user/screen_name: "Mambaa"

  >>>   text: "@rick_was and a beer for the train"
  >>>   user/name: "Andy Belinsky"
  >>>   unixtime: 1257436102948
  >>>   user/id: 85478811
  >>>   user/screen_name: "andybelinsky"

  >>>   text: "Yokohama - Japan\nDj dnbchernobyl @ The Tavern\nEvery Saturday\nFree entrance (spend in beer :p)"
  >>>   user/name: "Paulo Laia"
  >>>   unixtime: 1257436103731
  >>>   user/id: 87713447
  >>>   user/screen_name: "dnbchernobyl"

  >>>   text: "Beer run, anyone? Air Tran adds another STL to Milwaukee flight at Lambert.  The void left by AA keeps growing smaller."
  >>>   user/name: "Brian Spellecy"
  >>>   unixtime: 1257436104225
  >>>   user/id: 24990828
  >>>   user/screen_name: "downtownstlouis"

  >>>   text: "just chillaxing with a beer. i WILL get lulu to drink one lol!"
  >>>   user/name: "Jennie McRitchie"
  >>>   unixtime: 1257436109193
  >>>   user/id: 30891568
  >>>   user/screen_name: "theloadedgun"

  >>>   text: "so what if Jesus turned water into wine? I turn my paycheck into beer every month...your move 'Son of God'"
  >>>   user/name: "Ben McKelvey"
  >>>   unixtime: 1257436115520
  >>>   user/id: 31125626
  >>>   user/screen_name: "benmckelvey_MC"

  >>>   text: "D7 G7 and A7.. Ok I miss those jammin' session with the blues fellas now *sigh* should I start drinkin' tha beer and waisp my guitar now?"
  >>>   user/name: "markuswidjaya"
  >>>   unixtime: 1257436116514
  >>>   user/id: 25659459
  >>>   user/screen_name: "MarkusWidjaya"

  >>>   text: "@Jason_Inc *big hugs* wanna go get a beer after work? haha! that always makes me feel better...."
  >>>   user/name: "Tracy Van Horne"
  >>>   unixtime: 1257436117992
  >>>   user/id: 33654937
  >>>   user/screen_name: "tracyvanhorne"

  >>>   text: "Bought 3 bags of ice and some beer before 9am."
  >>>   user/name: "JoshuaStrebel"
  >>>   unixtime: 1257436129892
  >>>   user/id: 949401
  >>>   user/screen_name: "strebel"

  >>>   text: "@craftbrew Last two kegs of Pumpkin Ale sent to Hop and Wine today!!!!"
  >>>   user/name: "Geoff Logan"
  >>>   unixtime: 1257436130331
  >>>   user/id: 35749617
  >>>   user/screen_name: "AleWerks"

  >>>   text: "@quanticz Jo, ale u\u017e to bylo na novink\u00e1ch.cz nebo n\u011b\u010dem takov\u00fdm a J. P. na Osla. Do Vesm\u00edru by to nevadilo, ale lep\u0161\u00ed by bylo n\u011bco jin\u00e9ho."
  >>>   user/name: "rjh_rjh"
  >>>   unixtime: 1257436132140
  >>>   user/id: 14899498
  >>>   user/screen_name: "rjh_rjh"

  >>>   text: "Fireworks, Bonfire, Beer & BBQ..."
  >>>   user/name: "Steph Humphrys"
  >>>   unixtime: 1257436132928
  >>>   user/id: 63315587
  >>>   user/screen_name: "Stefz1989"

  >>>   text: "Everyone here&#39;s talking about the Yankees like they played the series for them. Is there really a beer can popp ... http://lnk.ms/4KyXY"
  >>>   user/name: "Layla Dawson"
  >>>   unixtime: 1257436135557
  >>>   user/id: 76356171
  >>>   user/screen_name: "LaylaDawson"

  >>>   text: "Someone is looking for beer and liquor stores in Oxford, Mississippi - with http://bit.ly/ofJfg Did they find you?"
  >>>   user/name: "awn foo"
  >>>   unixtime: 1257436135999
  >>>   user/id: 86584287
  >>>   user/screen_name: "awnfoo"

  >>>   text: "And now a brew with jezza, chill time for five before the kids get home."
  >>>   user/name: "sarah daniels"
  >>>   unixtime: 1257436148826
  >>>   user/id: 20919277
  >>>   user/screen_name: "sarahjamber"

  >>>   text: "has puffy, tired eyes this morning. I went to bed at amazingly early hour so not sure what that is about. Maybe the Indian beer I had... :-)"
  >>>   user/name: "Jess Walker"
  >>>   unixtime: 1257436154223
  >>>   user/id: 15715729
  >>>   user/screen_name: "lilmissbossy"

  >>>   text: "Armarok:  Ahh the delicious but deadly cocktails I could brew up.  Perhaps I'll create one in your honor, Commander.  You'll have to try it."
  >>>   user/name: "Gaia's Voyages"
  >>>   unixtime: 1257436160172
  >>>   user/id: 87660776
  >>>   user/screen_name: "GaiasVoyages"

  >>>   text: "m\u00e1 u\u017e druh\u00fd den doma klid: TV v reklamaci a nejde net. Vcera to slo, moh jsem se ucit, ale dnes zacina vikend, tak uz by to chtelo zmenu..:)"
  >>>   user/name: "Radek Hol\u00fd"
  >>>   unixtime: 1257436169652
  >>>   user/id: 83582389
  >>>   user/screen_name: "PyDeq"

  >>>   text: "RT @highballaustin: It's a pint glass giveaway at The Highball! Come in from 4:30-9:30, grab a pint of beer and you (cont) http://tl.gd/ri9r"
  >>>   user/name: "Michael Vilaythong"
  >>>   unixtime: 1257436175782
  >>>   user/id: 18801628
  >>>   user/screen_name: "MikeVilaythong"

  >>>   text: "Beer Truck Hangs Over Freeway: Yep, boxes and boxes of bud light all over the freeway below. http://su.pr/AscNTJ"
  >>>   user/name: "Clip Junkie"
  >>>   unixtime: 1257436179752
  >>>   user/id: 57389932
  >>>   user/screen_name: "ClipJunkie"

  >>>   text: "Ok, I'm still working, but it's definitely beer o'clock..."
  >>>   user/name: "James Reekie"
  >>>   unixtime: 1257436182666
  >>>   user/id: 52067363
  >>>   user/screen_name: "jamesreekie"

  >>>   text: "Looking forward to the fireworks tonight. Going to new Uni building opening party that'll have some, plus beer, plus food."
  >>>   user/name: "PaulWilks"
  >>>   unixtime: 1257436190533
  >>>   user/id: 18283276
  >>>   user/screen_name: "PaulWilks"

  >>>   text: "Breaking News!! (NYSE: WZE - Wizzard Software Corp.) &quot; Wizzard Media Launches ...: Black Art Beer Announce.. http://bit.ly/OyDUN"
  >>>   user/name: "superbiz01"
  >>>   unixtime: 1257436193573
  >>>   user/id: 14595628
  >>>   user/screen_name: "superbiz01"

  >>>   text: "Having a beer or six with @devilsleftnut and... blah"
  >>>   user/name: "dennismons"
  >>>   unixtime: 1257436196880
  >>>   user/id: 18637247
  >>>   user/screen_name: "dennismons"

  >>>   text: "@Bramme ze vonden hem te duur, ale, hij was nie echt meer in goeie staat..."
  >>>   user/name: "Amber Schonewille"
  >>>   unixtime: 1257436211467
  >>>   user/id: 41575098
  >>>   user/screen_name: "AmberAnne_"

  >>>   text: "Where the hell is 29 palms and why am i here. someone please buy me a beer."
  >>>   user/name: "Lindsay Maxwell"
  >>>   unixtime: 1257436218886
  >>>   user/id: 33212841
  >>>   user/screen_name: "MissLindsayM"

  >>>   text: "Feel like going out for beers tonight. BBQ + beer would be lovely, anyone? :P"
  >>>   user/name: "paulkenuk"
  >>>   unixtime: 1257436225160
  >>>   user/id: 9709962
  >>>   user/screen_name: "paulkenuk"

  >>>   text: "drinking non-alcoholic beer is alot like going down on your cousin, it tastes the same but you know its wrong."
  >>>   user/name: "DAN GALL"
  >>>   unixtime: 1257436228196
  >>>   user/id: 22775989
  >>>   user/screen_name: "dan_gall"

  >>>   text: "@khayadlanga  Did you chase it down with some arrogant bastard? (beer :P)"
  >>>   user/name: "Evona Niewiadomska"
  >>>   unixtime: 1257436231572
  >>>   user/id: 19910649
  >>>   user/screen_name: "EvonaWiktoria"

  >>>   text: "I type in \"wikipedia\" and Google Chrome auto-suggests the article \"beer pong\" http://is.gd/4NY3s #whiskey #tango #foxtrot #fb"
  >>>   user/name: "John Goering"
  >>>   unixtime: 1257436236881
  >>>   user/id: 1164421
  >>>   user/screen_name: "epaga"

  >>>   text: "@awenworld ale ya he vuelto a tweetdeck jajajaj de momento me quedo con este pruebalo igual te mola yo no soy un lumbreras heeee :D"
  >>>   user/name: "J's"
  >>>   unixtime: 1257436237956
  >>>   user/id: 33448175
  >>>   user/screen_name: "Uhnus"

  >>>   text: "@Jonasbrothers #HappyBirthdayKevin we &lt;3 U! (ale&karen) the concert in mexico was amaxing thnx4 don't speak & the whole show we &lt;3 U guys!!!"
  >>>   user/name: "karen sanchez"
  >>>   unixtime: 1257436240415
  >>>   user/id: 53215474
  >>>   user/screen_name: "Karen_gabrielle"

  >>>   text: "While the markets melt up, I'm traveling to Moab.  Jeeping, biking, and quite possibly large quantities of watered down Utah beer."
  >>>   user/name: "Biffermas"
  >>>   unixtime: 1257436243569
  >>>   user/id: 30757731
  >>>   user/screen_name: "Biffermas"

  >>>   text: "ak ste v niecom dobri najdu si vas sami, ak nie, musite hladat vy. Niekedy to ale vyzera dost trapne http://webtrh.cz/39416-seo-optimalizace"
  >>>   user/name: "Tom\u00e1\u0161 Svorada"
  >>>   unixtime: 1257436245564
  >>>   user/id: 46163408
  >>>   user/screen_name: "svetdomen"

  >>>   text: "hi @dgrrl21, free beer at Israel's  5th beer festival, Friday 6.11 http://is.gd/4NVNJ"
  >>>   user/name: "Beer_Festival5"
  >>>   unixtime: 1257436250310
  >>>   user/id: 85900801
  >>>   user/screen_name: "BeerFestival5"

  >>>   text: "WORKING AND ORDERING BEER"
  >>>   user/name: "Andy Shefrin"
  >>>   unixtime: 1257436254327
  >>>   user/id: 87662114
  >>>   user/screen_name: "ashefrin"

  >>>   text: "@lookingparadise Gracias por los links de los Premios Grammy q Ale ha gandao, q lindo revivir esos  momntos, tienes de los Grammys 2005??"
  >>>   user/name: "Norys Simbala"
  >>>   unixtime: 1257436256170
  >>>   user/id: 40125450
  >>>   user/screen_name: "NorysSanz"

  >>>   text: ":-D Picked up a Highland Cold Mtn Winter Ale & Asheville Brewing Christmas Jam White Ale at @GreenlifeAVL #avlbeer http://twitpic.com/od6jd"
  >>>   user/name: "Forrest Samuels"
  >>>   unixtime: 1257436261531
  >>>   user/id: 14548513
  >>>   user/screen_name: "fsamuels"

  >>>   text: "BevMo Beer Fest tickets bought! http://bit.ly/2VH5mD"
  >>>   user/name: "Alexis Fritzsche"
  >>>   unixtime: 1257436262878
  >>>   user/id: 44370038
  >>>   user/screen_name: "alebabeIPA"

  >>>   text: "Great list but clearly not familiar with @Thebeergenome! @TheBeerWench RT Top 20 BEER Personalities on TWITTER: http://bit.ly/CiTUn"
  >>>   user/name: "The Beer Genome"
  >>>   unixtime: 1257436263052
  >>>   user/id: 24917201
  >>>   user/screen_name: "TheBeerGenome"

  >>>   text: "Anybody wanna give me this book \"I hope they serve beer in hell\" as a present? I will love that person forever. Haha"
  >>>   user/name: "Desi Puspandini"
  >>>   unixtime: 1257436266861
  >>>   user/id: 22754659
  >>>   user/screen_name: "DesiPuspandini"

  >>>   text: "RT: @FWRTim: @BeerUniverse \"People who drink light \"beer\" don't like the taste of beer; they just like to pee a lot. \"-- Capital Brewery"
  >>>   user/name: "Beer Universe"
  >>>   unixtime: 1257436275397
  >>>   user/id: 21677853
  >>>   user/screen_name: "BeerUniverse"

  >>>   text: "Off to start a new tradition of celebrating 'Guy Fawkes Night' with friends. No bonfire, but food, beer and 'V for Vendetta' on home cinema."
  >>>   user/name: "tobbeanderberg"
  >>>   unixtime: 1257436276753
  >>>   user/id: 16000543
  >>>   user/screen_name: "tobbeanderberg"

  >>>   text: "RT @wtwerner: I just posted a bunch of pictures from our dunkelweizen brew day here: http://bit.ly/1KMSfy"
  >>>   user/name: "Stephen Freshnock"
  >>>   unixtime: 1257436278707
  >>>   user/id: 20352983
  >>>   user/screen_name: "SlovakBrewer"

  >>>   text: "@sirichet: @I_Tingcute Kloster beer not Heineken \u0e19\u0e30\u0e40\u0e08\u0e49\u0e2e\u0e2d\u0e25\u0e25\u0e4c&gt;&gt; 555 I'm not a big fan of bear."
  >>>   user/name: "Hall's Baipat"
  >>>   unixtime: 1257436280397
  >>>   user/id: 36969996
  >>>   user/screen_name: "I_Tingcute"

  >>>   text: "RT: @southbob: @BeerUniverse If God had intended us to drink beer, he would have given us stomachs. -David Daye #beer"
  >>>   user/name: "Beer Universe"
  >>>   unixtime: 1257436287885
  >>>   user/id: 21677853
  >>>   user/screen_name: "BeerUniverse"

  >>>   text: "Great Instructables entry \"How to make 20,000 pints of beer\" takes you thru Adnams brewery: http://refr.us/m7k7po"
  >>>   user/name: "U Want a Beer"
  >>>   unixtime: 1257436292004
  >>>   user/id: 87285664
  >>>   user/screen_name: "uwantabeer"

  >>>   text: "@anakopp o ale, conhece?"
  >>>   user/name: "S\u00e9r Twardowski"
  >>>   unixtime: 1257436292962
  >>>   user/id: 41608616
  >>>   user/screen_name: "bmxser"

  >>>   text: "why do I have a beer belly if I don't drink beer?"
  >>>   user/name: "Oded Sharon"
  >>>   unixtime: 1257436293673
  >>>   user/id: 5641272
  >>>   user/screen_name: "SoundGuy"

  >>>   text: "Http://mikielawson.blogspot.com check it out, camp fun blog, well worth the read with a brew or a glass of ros\u00e9"
  >>>   user/name: "michael lawson"
  >>>   unixtime: 1257436294343
  >>>   user/id: 26093868
  >>>   user/screen_name: "mikielawson"

  >>>   text: "Huge Semi Hangs Over Freeway Overpass Dumping Thousands Of Cans of Bud Light Beer On The Road (video) http://bit.ly/2tWyWh"
  >>>   user/name: "Dan Abend"
  >>>   unixtime: 1257436295294
  >>>   user/id: 34969800
  >>>   user/screen_name: "dan_abend"

  >>>   text: "I desperately need it to be Saturday... and a beer. Maybe several."
  >>>   user/name: "Jenn"
  >>>   unixtime: 1257436298777
  >>>   user/id: 38125631
  >>>   user/screen_name: "CharlotteWolf"

  >>>   text: "I'm gonna brew some coffee need it"
  >>>   user/name: "wintersnexus"
  >>>   unixtime: 1257436306226
  >>>   user/id: 16936054
  >>>   user/screen_name: "wintersnexus"

  >>>   text: "@hkpuss I especially recommend the beer pairing dinners."
  >>>   user/name: "Peter H. Coffin"
  >>>   unixtime: 1257436309883
  >>>   user/id: 7121172
  >>>   user/screen_name: "hellsop"

  >>>   text: "tonight i'm gonna drink a cold beer and beat @rasmusseidler in fifa (hopefuly)"
  >>>   user/name: "Morten Langkj\u00e6r"
  >>>   unixtime: 1257436311191
  >>>   user/id: 23782912
  >>>   user/screen_name: "mortenlangkjaer"

  >>>   text: "what a long fucking night. beer pong, cops, people getting raped, walking 5 miles, good god. fml."
  >>>   user/name: "J.Dot"
  >>>   unixtime: 1257436314181
  >>>   user/id: 74763092
  >>>   user/screen_name: "ohiojdot"

  >>>   text: "RT @tamre Give me a woman who loves beer and I will conquer the world. - Kaiser Wlhelm"
  >>>   user/name: "Beer Universe"
  >>>   unixtime: 1257436316741
  >>>   user/id: 21677853
  >>>   user/screen_name: "BeerUniverse"

  >>>   text: "I'm crafty. RT @Soulati @desireekoh13 you need to see this via @AnnaOBrien What Your #Beer Says About Your Personality http://bit.ly/2UeqX3"
  >>>   user/name: "Desiree Koh"
  >>>   unixtime: 1257436321634
  >>>   user/id: 28470296
  >>>   user/screen_name: "desireekoh13"

  >>>   text: "@theguyexpoTX RT. The Guy Expo this weekend!\r\nBeer~Hooters~Astros~Rockets~Texans~Aeros~Dynamo~Energy~boxing~MMA~cars http://ow.ly/ype4"
  >>>   user/name: "Josh Estes"
  >>>   unixtime: 1257436323025
  >>>   user/id: 22581822
  >>>   user/screen_name: "JoshEstes"

  >>>   text: "Brewing Christmas Ale & Amber Ale and...this is a big one folks... carbonating #DR9! Bottling it next week."
  >>>   user/name: "SaintArnold"
  >>>   unixtime: 1257436327746
  >>>   user/id: 17398021
  >>>   user/screen_name: "SaintArnold"

  >>>   text: "@dennismons Nice. That's exactly what I am gonna do when I get home tonight. Treat myself to a beer... Need it. Bad. Cheers mate."
  >>>   user/name: "Jan Laros"
  >>>   unixtime: 1257436339117
  >>>   user/id: 26074870
  >>>   user/screen_name: "Aerschtuner"

  >>>   text: "Had Lunch with Clients at Brewsters #Airdrie agian yesterday.  Best Service and Food Quality, Oh and the Beer is good too."
  >>>   user/name: "Bill Jones"
  >>>   unixtime: 1257436340213
  >>>   user/id: 14175165
  >>>   user/screen_name: "c21Bill"

  >>>   text: "vertrekt naar loens... Ale naar mijn kot waar loens zou moeten wachten..."
  >>>   user/name: "Femke"
  >>>   unixtime: 1257436349149
  >>>   user/id: 14701968
  >>>   user/screen_name: "Femsie"

  >>>   text: "find a wine tasting, beer spirits or food event near you (worldwide) at www.LocalWineEvents.com ..."
  >>>   user/name: "Josh Kinkie"
  >>>   unixtime: 1257436361719
  >>>   user/id: 87014318
  >>>   user/screen_name: "kinkieNJosh"

  >>>   text: "Last night I went to @CounterBurger for their Beer & Mini Burger pairing - it was awesome! Highly recommended."
  >>>   user/name: "Elliott Pesut"
  >>>   unixtime: 1257436365180
  >>>   user/id: 11162
  >>>   user/screen_name: "elliottp"

  >>>   text: "Happy to c our new innovation under my leadership!! cant stop to have some beer tonight!!! missing tandoori with Beer!!!"
  >>>   user/name: "ratnesh thapliyal"
  >>>   unixtime: 1257436370425
  >>>   user/id: 77724603
  >>>   user/screen_name: "ratneshthapliya"

  >>>   text: "@BeerUniverse @FWRTim I have told many of my friends,\"if you want your beer that light,wait until i piss and drink that!\"LOL"
  >>>   user/name: "Patrick Sherer"
  >>>   unixtime: 1257436388400
  >>>   user/id: 35865938
  >>>   user/screen_name: "soxnfinsfan"

  >>>   text: "THURSDAY DEAL OF THE DAY: 1/2 Price Draft Beer and Well Drinks at Rebel Bar & Grill in Wrigleyville! http://tinyurl.com/yl8rwut"
  >>>   user/name: "Small Tabs"
  >>>   unixtime: 1257436389425
  >>>   user/id: 18394788
  >>>   user/screen_name: "smalltabs"

  >>>   text: "Need sum beer !!! Urgent !!! Can circle k delivery ???"
  >>>   user/name: "adi aris usman"
  >>>   unixtime: 1257436393443
  >>>   user/id: 33159225
  >>>   user/screen_name: "ahomantab"

